Title:  Solar Radiation of All station during year 1961 to 2017

SL.	Station	Year	Month	Decade	Solar Radiation
7168	Mymensingh (10609)	2014	February	1	125.82
7169	Mymensingh (10609)	2014	February	2	141.73
7170	Mymensingh (10609)	2014	February	3	123.80
7171	Mymensingh (10609)	2014	March	1	176.40
7172	Mymensingh (10609)	2014	March	2	197.61
7173	Mymensingh (10609)	2014	March	3	228.66
7174	Mymensingh (10609)	2014	April	1	185.83
7175	Mymensingh (10609)	2014	April	2	219.66
7176	Mymensingh (10609)	2014	April	3	235.17
7177	Mymensingh (10609)	2014	May	1	199.30
7178	Mymensingh (10609)	2014	May	2	175.29
7179	Mymensingh (10609)	2014	May	3	193.35
7180	Mymensingh (10609)	2014	June	1	171.63
7181	Mymensingh (10609)	2014	June	2	156.56
7182	Mymensingh (10609)	2014	June	3	131.73
7183	Mymensingh (10609)	2014	July	1	144.26
7184	Mymensingh (10609)	2014	July	2	176.31
7185	Mymensingh (10609)	2014	July	3	193.41
7186	Mymensingh (10609)	2014	August	1	196.27
7187	Mymensingh (10609)	2014	August	2	116.87
7188	Mymensingh (10609)	2014	August	3	156.32
7189	Mymensingh (10609)	2014	September	1	185.09
7190	Mymensingh (10609)	2014	September	2	149.69
7191	Mymensingh (10609)	2014	September	3	116.60
7192	Mymensingh (10609)	2014	October	1	197.87
7193	Mymensingh (10609)	2014	October	2	152.10
7194	Mymensingh (10609)	2014	October	3	177.58
7195	Mymensingh (10609)	2014	November	1	174.34
7196	Mymensingh (10609)	2014	November	2	141.38
7197	Mymensingh (10609)	2014	November	3	120.61
7198	Mymensingh (10609)	2014	December	1	109.69
7199	Mymensingh (10609)	2014	December	2	89.95
7200	Mymensingh (10609)	2014	December	3	108.84
7201	Mymensingh (10609)	2015	January	1	98.36
7202	Mymensingh (10609)	2015	January	2	112.83
7203	Mymensingh (10609)	2015	January	3	141.25
7204	Mymensingh (10609)	2015	February	1	132.54
7205	Mymensingh (10609)	2015	February	2	140.20
7206	Mymensingh (10609)	2015	February	3	83.60
7207	Mymensingh (10609)	2015	March	1	169.56
7208	Mymensingh (10609)	2015	March	2	207.22
7209	Mymensingh (10609)	2015	March	3	200.67
7210	Mymensingh (10609)	2015	April	1	158.46
7211	Mymensingh (10609)	2015	April	2	172.97
7212	Mymensingh (10609)	2015	April	3	179.43
7213	Mymensingh (10609)	2015	May	1	197.78
7214	Mymensingh (10609)	2015	May	2	187.71
7215	Mymensingh (10609)	2015	May	3	182.02
7216	Mymensingh (10609)	2015	June	1	192.05
7217	Mymensingh (10609)	2015	June	2	156.08
7218	Mymensingh (10609)	2015	June	3	141.92
7219	Mymensingh (10609)	2015	July	1	146.16
7220	Mymensingh (10609)	2015	July	2	147.31
7221	Mymensingh (10609)	2015	July	3	194.03
7222	Mymensingh (10609)	2015	August	1	153.10
7223	Mymensingh (10609)	2015	August	2	149.26
7224	Mymensingh (10609)	2015	August	3	141.45
7225	Mymensingh (10609)	2015	September	1	127.12
7226	Mymensingh (10609)	2015	September	2	190.05
7227	Mymensingh (10609)	2015	September	3	157.62
7228	Mymensingh (10609)	2015	October	1	152.70
7229	Mymensingh (10609)	2015	October	2	179.67
7230	Mymensingh (10609)	2015	October	3	175.93
7231	Mymensingh (10609)	2015	November	1	148.68
7232	Mymensingh (10609)	2015	November	2	131.49
7233	Mymensingh (10609)	2015	November	3	145.44
7234	Mymensingh (10609)	2015	December	1	102.20
7235	Mymensingh (10609)	2015	December	2	84.21
7236	Mymensingh (10609)	2015	December	3	122.45
7237	Mymensingh (10609)	2016	January	1	109.00
7238	Mymensingh (10609)	2016	January	2	74.11
7239	Mymensingh (10609)	2016	January	3	100.37
7240	Mymensingh (10609)	2016	February	1	112.36
7241	Mymensingh (10609)	2016	February	2	137.08
7242	Mymensingh (10609)	2016	February	3	137.89
7243	Mymensingh (10609)	2016	March	1	186.58
7244	Mymensingh (10609)	2016	March	2	173.38
7245	Mymensingh (10609)	2016	March	3	180.98
7246	Mymensingh (10609)	2016	April	1	150.25
7247	Mymensingh (10609)	2016	April	2	199.43
7248	Mymensingh (10609)	2016	April	3	217.96
7249	Mymensingh (10609)	2016	May	1	193.91
7250	Mymensingh (10609)	2016	May	2	182.00
7251	Mymensingh (10609)	2016	May	3	213.07
7252	Mymensingh (10609)	2016	June	1	229.56
7253	Mymensingh (10609)	2016	June	2	158.66
7254	Mymensingh (10609)	2016	June	3	174.43
7255	Mymensingh (10609)	2016	July	1	170.82
7256	Mymensingh (10609)	2016	July	2	152.78
7257	Mymensingh (10609)	2016	July	3	168.52
7258	Mymensingh (10609)	2016	August	1	202.39
7259	Mymensingh (10609)	2016	August	2	182.04
7260	Mymensingh (10609)	2016	August	3	209.09
7261	Mymensingh (10609)	2016	September	1	161.68
7262	Mymensingh (10609)	2016	September	2	127.81
7263	Mymensingh (10609)	2016	September	3	171.98
7264	Mymensingh (10609)	2016	October	1	160.39
7265	Mymensingh (10609)	2016	October	2	167.14
7266	Mymensingh (10609)	2016	October	3	173.01
7267	Mymensingh (10609)	2016	November	1	130.10
7268	Mymensingh (10609)	2016	November	2	155.71
7269	Mymensingh (10609)	2016	November	3	143.08
7270	Mymensingh (10609)	2016	December	1	139.79
7271	Mymensingh (10609)	2016	December	2	120.64
7272	Mymensingh (10609)	2016	December	3	113.78
7273	Mymensingh (10609)	2017	January	1	109.50
7274	Mymensingh (10609)	2017	January	2	132.93
7275	Mymensingh (10609)	2017	January	3	140.21
7276	Mymensingh (10609)	2017	February	1	148.69
7277	Mymensingh (10609)	2017	February	2	140.27
7278	Mymensingh (10609)	2017	February	3	112.68
7279	Mymensingh (10609)	2017	March	1	143.46
7280	Mymensingh (10609)	2017	March	2	178.25
7281	Mymensingh (10609)	2017	March	3	166.65
7282	Mymensingh (10609)	2017	April	1	146.14
7283	Mymensingh (10609)	2017	April	2	196.43
7284	Mymensingh (10609)	2017	April	3	140.76
7285	Mymensingh (10609)	2017	May	1	189.12
7286	Mymensingh (10609)	2017	May	2	188.37
7287	Mymensingh (10609)	2017	May	3	196.21
7288	Mymensingh (10609)	2017	June	1	172.92
7289	Mymensingh (10609)	2017	June	2	126.12
7290	Mymensingh (10609)	2017	June	3	179.21
7291	Mymensingh (10609)	2017	July	1	129.60
7292	Mymensingh (10609)	2017	July	2	187.64
7293	Mymensingh (10609)	2017	July	3	155.35
7294	Mymensingh (10609)	2017	August	1	127.59
7295	Mymensingh (10609)	2017	August	2	133.79
7296	Mymensingh (10609)	2017	August	3	190.08
7297	Mymensingh (10609)	2017	September	1	125.39
7298	Mymensingh (10609)	2017	September	2	163.09
7299	Mymensingh (10609)	2017	September	3	132.21
7300	Mymensingh (10609)	2017	October	1	164.92
7301	Mymensingh (10609)	2017	October	2	144.78
7302	Mymensingh (10609)	2017	October	3	151.27
7303	Mymensingh (10609)	2017	November	1	175.39
7304	Mymensingh (10609)	2017	November	2	122.94
7305	Mymensingh (10609)	2017	November	3	123.82
7306	Mymensingh (10609)	2017	December	1	120.47
7307	Mymensingh (10609)	2017	December	2	93.55
7308	Mymensingh (10609)	2017	December	3	136.95
7309	Sylhet (10705)	1962	January	1	167.45
7310	Sylhet (10705)	1962	January	2	166.39
7311	Sylhet (10705)	1962	January	3	186.93
7312	Sylhet (10705)	1962	February	1	178.33
7313	Sylhet (10705)	1962	February	2	201.75
7314	Sylhet (10705)	1962	February	3	149.40
7315	Sylhet (10705)	1962	March	1	205.29
7316	Sylhet (10705)	1962	March	2	234.78
7317	Sylhet (10705)	1962	March	3	255.78
7318	Sylhet (10705)	1962	April	1	202.19
7319	Sylhet (10705)	1962	April	2	232.68
7320	Sylhet (10705)	1962	April	3	243.56
7321	Sylhet (10705)	1962	May	1	229.59
7322	Sylhet (10705)	1962	May	2	220.34
7323	Sylhet (10705)	1962	May	3	226.66
7324	Sylhet (10705)	1962	June	1	192.89
7325	Sylhet (10705)	1962	June	2	186.13
7326	Sylhet (10705)	1962	June	3	122.09
7327	Sylhet (10705)	1962	July	1	206.32
7328	Sylhet (10705)	1962	July	2	223.21
7329	Sylhet (10705)	1962	July	3	211.54
7330	Sylhet (10705)	1962	August	1	160.42
7331	Sylhet (10705)	1962	August	2	145.13
7332	Sylhet (10705)	1962	August	3	171.07
7333	Sylhet (10705)	1962	September	1	217.08
7334	Sylhet (10705)	1962	September	2	186.47
7335	Sylhet (10705)	1962	September	3	182.41
7336	Sylhet (10705)	1962	October	1	194.34
7337	Sylhet (10705)	1962	October	2	194.21
7338	Sylhet (10705)	1962	October	3	183.53
7339	Sylhet (10705)	1962	November	1	186.73
7340	Sylhet (10705)	1962	November	2	184.39
7341	Sylhet (10705)	1962	November	3	173.55
7342	Sylhet (10705)	1962	December	1	163.76
7343	Sylhet (10705)	1962	December	2	161.89
7344	Sylhet (10705)	1962	December	3	179.68
7345	Sylhet (10705)	1963	January	1	169.43
7346	Sylhet (10705)	1963	January	2	165.57
7347	Sylhet (10705)	1963	January	3	203.14
7348	Sylhet (10705)	1963	February	1	183.81
7349	Sylhet (10705)	1963	February	2	192.11
7350	Sylhet (10705)	1963	February	3	169.71
7351	Sylhet (10705)	1963	March	1	198.06
7352	Sylhet (10705)	1963	March	2	217.66
7353	Sylhet (10705)	1963	March	3	260.18
7354	Sylhet (10705)	1963	April	1	212.07
7355	Sylhet (10705)	1963	April	2	218.95
7356	Sylhet (10705)	1963	April	3	242.79
7357	Sylhet (10705)	1963	May	1	213.32
7358	Sylhet (10705)	1963	May	2	207.58
7359	Sylhet (10705)	1963	May	3	226.35
7360	Sylhet (10705)	1963	June	1	191.13
7361	Sylhet (10705)	1963	June	2	141.01
7362	Sylhet (10705)	1963	June	3	179.45
7363	Sylhet (10705)	1963	July	1	197.56
7364	Sylhet (10705)	1963	July	2	155.15
7365	Sylhet (10705)	1963	July	3	181.94
7366	Sylhet (10705)	1963	August	1	170.84
7367	Sylhet (10705)	1963	August	2	176.01
7368	Sylhet (10705)	1963	August	3	182.24
7369	Sylhet (10705)	1963	September	1	225.27
7370	Sylhet (10705)	1963	September	2	155.36
7371	Sylhet (10705)	1963	September	3	187.04
7372	Sylhet (10705)	1963	October	1	166.34
7373	Sylhet (10705)	1963	October	2	183.22
7374	Sylhet (10705)	1963	October	3	157.47
7375	Sylhet (10705)	1963	November	1	175.28
7376	Sylhet (10705)	1963	November	2	176.01
7377	Sylhet (10705)	1963	November	3	155.62
7378	Sylhet (10705)	1963	December	1	156.54
7379	Sylhet (10705)	1963	December	2	152.38
7380	Sylhet (10705)	1963	December	3	160.24
7381	Sylhet (10705)	1964	January	1	153.64
7382	Sylhet (10705)	1964	January	2	152.90
7383	Sylhet (10705)	1964	January	3	180.10
7384	Sylhet (10705)	1964	February	1	167.18
7385	Sylhet (10705)	1964	February	2	198.44
7386	Sylhet (10705)	1964	February	3	164.03
7387	Sylhet (10705)	1964	March	1	207.67
7388	Sylhet (10705)	1964	March	2	219.88
7389	Sylhet (10705)	1964	March	3	231.11
7390	Sylhet (10705)	1964	April	1	207.04
7391	Sylhet (10705)	1964	April	2	181.88
7392	Sylhet (10705)	1964	April	3	236.14
7393	Sylhet (10705)	1964	May	1	177.08
7394	Sylhet (10705)	1964	May	2	228.96
7395	Sylhet (10705)	1964	May	3	282.89
7396	Sylhet (10705)	1964	June	1	151.05
7397	Sylhet (10705)	1964	June	2	148.35
7398	Sylhet (10705)	1964	June	3	181.81
7399	Sylhet (10705)	1964	July	1	179.34
7400	Sylhet (10705)	1964	July	2	158.73
7401	Sylhet (10705)	1964	July	3	137.57
7402	Sylhet (10705)	1964	August	1	208.86
7403	Sylhet (10705)	1964	August	2	163.58
7404	Sylhet (10705)	1964	August	3	214.23
7405	Sylhet (10705)	1964	September	1	123.80
7406	Sylhet (10705)	1964	September	2	146.22
7407	Sylhet (10705)	1964	September	3	207.91
7408	Sylhet (10705)	1964	October	1	148.67
7409	Sylhet (10705)	1964	October	2	160.50
7410	Sylhet (10705)	1964	October	3	151.00
7411	Sylhet (10705)	1964	November	1	166.08
7412	Sylhet (10705)	1964	November	2	158.46
7413	Sylhet (10705)	1964	November	3	152.54
7414	Sylhet (10705)	1964	December	1	151.15
7415	Sylhet (10705)	1964	December	2	145.41
7416	Sylhet (10705)	1964	December	3	165.23
7417	Sylhet (10705)	1965	January	1	159.27
7418	Sylhet (10705)	1965	January	2	168.03
7419	Sylhet (10705)	1965	January	3	193.18
7420	Sylhet (10705)	1965	February	1	144.29
7421	Sylhet (10705)	1965	February	2	185.87
7422	Sylhet (10705)	1965	February	3	162.01
7423	Sylhet (10705)	1965	March	1	203.25
7424	Sylhet (10705)	1965	March	2	210.79
7425	Sylhet (10705)	1965	March	3	209.25
7426	Sylhet (10705)	1965	April	1	214.47
7427	Sylhet (10705)	1965	April	2	220.49
7428	Sylhet (10705)	1965	April	3	245.01
7429	Sylhet (10705)	1965	May	1	196.59
7430	Sylhet (10705)	1965	May	2	194.57
7431	Sylhet (10705)	1965	May	3	253.91
7432	Sylhet (10705)	1965	June	1	136.93
7433	Sylhet (10705)	1965	June	2	151.70
7434	Sylhet (10705)	1965	June	3	156.34
7435	Sylhet (10705)	1965	July	1	127.91
7436	Sylhet (10705)	1965	July	2	218.90
7437	Sylhet (10705)	1965	July	3	143.60
7438	Sylhet (10705)	1965	August	1	132.53
7439	Sylhet (10705)	1965	August	2	149.78
7440	Sylhet (10705)	1965	August	3	184.02
7441	Sylhet (10705)	1965	September	1	167.77
7442	Sylhet (10705)	1965	September	2	116.94
7443	Sylhet (10705)	1965	September	3	171.18
7444	Sylhet (10705)	1965	October	1	192.14
7445	Sylhet (10705)	1965	October	2	181.19
7446	Sylhet (10705)	1965	October	3	186.85
7447	Sylhet (10705)	1965	November	1	157.14
7448	Sylhet (10705)	1965	November	2	186.55
7449	Sylhet (10705)	1965	November	3	169.41
7450	Sylhet (10705)	1965	December	1	141.30
7451	Sylhet (10705)	1965	December	2	125.57
7452	Sylhet (10705)	1965	December	3	168.78
7453	Sylhet (10705)	1966	January	1	128.51
7454	Sylhet (10705)	1966	January	2	156.53
7455	Sylhet (10705)	1966	January	3	178.88
7456	Sylhet (10705)	1966	February	1	188.73
7457	Sylhet (10705)	1966	February	2	194.69
7458	Sylhet (10705)	1966	February	3	167.48
7459	Sylhet (10705)	1966	March	1	179.06
7460	Sylhet (10705)	1966	March	2	196.73
7461	Sylhet (10705)	1966	March	3	228.35
7462	Sylhet (10705)	1966	April	1	220.94
7463	Sylhet (10705)	1966	April	2	225.39
7464	Sylhet (10705)	1966	April	3	242.35
7465	Sylhet (10705)	1966	May	1	212.35
7466	Sylhet (10705)	1966	May	2	242.45
7467	Sylhet (10705)	1966	May	3	177.62
7468	Sylhet (10705)	1966	June	1	130.10
7469	Sylhet (10705)	1966	June	2	126.51
7470	Sylhet (10705)	1966	June	3	158.56
7471	Sylhet (10705)	1966	July	1	157.23
7472	Sylhet (10705)	1966	July	2	175.09
7473	Sylhet (10705)	1966	July	3	205.82
7474	Sylhet (10705)	1966	August	1	182.78
7475	Sylhet (10705)	1966	August	2	162.77
7476	Sylhet (10705)	1966	August	3	125.61
7477	Sylhet (10705)	1966	September	1	157.92
7478	Sylhet (10705)	1966	September	2	148.91
7479	Sylhet (10705)	1966	September	3	186.80
7480	Sylhet (10705)	1966	October	1	180.45
7481	Sylhet (10705)	1966	October	2	158.80
7482	Sylhet (10705)	1966	October	3	223.06
7483	Sylhet (10705)	1966	November	1	188.34
7484	Sylhet (10705)	1966	November	2	146.66
7485	Sylhet (10705)	1966	November	3	125.66
7486	Sylhet (10705)	1966	December	1	153.15
7487	Sylhet (10705)	1966	December	2	143.93
7488	Sylhet (10705)	1966	December	3	178.56
7489	Sylhet (10705)	1967	January	1	129.29
7490	Sylhet (10705)	1967	January	2	168.44
7491	Sylhet (10705)	1967	January	3	184.13
7492	Sylhet (10705)	1967	February	1	157.69
7493	Sylhet (10705)	1967	February	2	178.95
7494	Sylhet (10705)	1967	February	3	154.80
7495	Sylhet (10705)	1967	March	1	191.15
7496	Sylhet (10705)	1967	March	2	177.24
7497	Sylhet (10705)	1967	March	3	197.65
7498	Sylhet (10705)	1967	April	1	240.46
7499	Sylhet (10705)	1967	April	2	178.60
7500	Sylhet (10705)	1967	April	3	217.55
7501	Sylhet (10705)	1967	May	1	174.58
7502	Sylhet (10705)	1967	May	2	202.18
7503	Sylhet (10705)	1967	May	3	258.38
7504	Sylhet (10705)	1967	June	1	177.27
7505	Sylhet (10705)	1967	June	2	151.07
7506	Sylhet (10705)	1967	June	3	220.10
7507	Sylhet (10705)	1967	July	1	159.15
7508	Sylhet (10705)	1967	July	2	162.64
7509	Sylhet (10705)	1967	July	3	236.19
7510	Sylhet (10705)	1967	August	1	162.02
7511	Sylhet (10705)	1967	August	2	203.40
7512	Sylhet (10705)	1967	August	3	235.91
7513	Sylhet (10705)	1967	September	1	178.39
7514	Sylhet (10705)	1967	September	2	158.15
7515	Sylhet (10705)	1967	September	3	118.59
7516	Sylhet (10705)	1967	October	1	146.83
7517	Sylhet (10705)	1967	October	2	196.68
7518	Sylhet (10705)	1967	October	3	216.96
7519	Sylhet (10705)	1967	November	1	196.63
7520	Sylhet (10705)	1967	November	2	181.88
7521	Sylhet (10705)	1967	November	3	171.08
7522	Sylhet (10705)	1967	December	1	161.20
7523	Sylhet (10705)	1967	December	2	144.49
7524	Sylhet (10705)	1967	December	3	170.50
7525	Sylhet (10705)	1968	January	1	157.96
7526	Sylhet (10705)	1968	January	2	151.67
7527	Sylhet (10705)	1968	January	3	180.49
7528	Sylhet (10705)	1968	February	1	185.94
7529	Sylhet (10705)	1968	February	2	173.70
7530	Sylhet (10705)	1968	February	3	181.66
7531	Sylhet (10705)	1968	March	1	207.55
7532	Sylhet (10705)	1968	March	2	179.56
7533	Sylhet (10705)	1968	March	3	243.46
7534	Sylhet (10705)	1968	April	1	188.00
7535	Sylhet (10705)	1968	April	2	199.96
7536	Sylhet (10705)	1968	April	3	238.29
7537	Sylhet (10705)	1968	May	1	230.77
7538	Sylhet (10705)	1968	May	2	190.58
7539	Sylhet (10705)	1968	May	3	170.87
7540	Sylhet (10705)	1968	June	1	184.82
7541	Sylhet (10705)	1968	June	2	123.66
7542	Sylhet (10705)	1968	June	3	161.26
7543	Sylhet (10705)	1968	July	1	175.84
7544	Sylhet (10705)	1968	July	2	140.40
7545	Sylhet (10705)	1968	July	3	169.53
7546	Sylhet (10705)	1968	August	1	180.12
7547	Sylhet (10705)	1968	August	2	192.66
7548	Sylhet (10705)	1968	August	3	161.80
7549	Sylhet (10705)	1968	September	1	166.59
7550	Sylhet (10705)	1968	September	2	150.21
7551	Sylhet (10705)	1968	September	3	139.54
7552	Sylhet (10705)	1968	October	1	155.00
7553	Sylhet (10705)	1968	October	2	214.56
7554	Sylhet (10705)	1968	October	3	183.70
7555	Sylhet (10705)	1968	November	1	184.90
7556	Sylhet (10705)	1968	November	2	127.00
7557	Sylhet (10705)	1968	November	3	176.82
7558	Sylhet (10705)	1968	December	1	166.90
7559	Sylhet (10705)	1968	December	2	158.70
7560	Sylhet (10705)	1968	December	3	141.55
7561	Sylhet (10705)	1969	January	1	157.32
7562	Sylhet (10705)	1969	January	2	157.91
7563	Sylhet (10705)	1969	January	3	177.59
7564	Sylhet (10705)	1969	February	1	168.97
7565	Sylhet (10705)	1969	February	2	201.91
7566	Sylhet (10705)	1969	February	3	165.36
7567	Sylhet (10705)	1969	March	1	205.82
7568	Sylhet (10705)	1969	March	2	187.18
7569	Sylhet (10705)	1969	March	3	236.11
7570	Sylhet (10705)	1969	April	1	205.28
7571	Sylhet (10705)	1969	April	2	179.42
7572	Sylhet (10705)	1969	April	3	238.09
7573	Sylhet (10705)	1969	May	1	253.32
7574	Sylhet (10705)	1969	May	2	244.84
7575	Sylhet (10705)	1969	May	3	233.86
7576	Sylhet (10705)	1969	June	1	169.62
7577	Sylhet (10705)	1969	June	2	172.58
7578	Sylhet (10705)	1969	June	3	163.34
7579	Sylhet (10705)	1969	July	1	155.01
7580	Sylhet (10705)	1969	July	2	177.46
7581	Sylhet (10705)	1969	July	3	243.22
7582	Sylhet (10705)	1969	August	1	188.76
7583	Sylhet (10705)	1969	August	2	144.19
7584	Sylhet (10705)	1969	August	3	159.66
7585	Sylhet (10705)	1969	September	1	207.56
7586	Sylhet (10705)	1969	September	2	186.63
7587	Sylhet (10705)	1969	September	3	196.50
7588	Sylhet (10705)	1969	October	1	170.69
7589	Sylhet (10705)	1969	October	2	194.78
7590	Sylhet (10705)	1969	October	3	222.02
7591	Sylhet (10705)	1969	November	1	180.06
7592	Sylhet (10705)	1969	November	2	147.42
7593	Sylhet (10705)	1969	November	3	163.56
7594	Sylhet (10705)	1969	December	1	156.42
7595	Sylhet (10705)	1969	December	2	136.75
7596	Sylhet (10705)	1969	December	3	182.00
7597	Sylhet (10705)	1970	January	1	167.75
7598	Sylhet (10705)	1970	January	2	164.22
7599	Sylhet (10705)	1970	January	3	167.01
7600	Sylhet (10705)	1970	February	1	197.37
7601	Sylhet (10705)	1970	February	2	200.67
7602	Sylhet (10705)	1970	February	3	136.04
7603	Sylhet (10705)	1970	March	1	186.99
7604	Sylhet (10705)	1970	March	2	222.56
7605	Sylhet (10705)	1970	March	3	223.37
7606	Sylhet (10705)	1970	April	1	219.40
7607	Sylhet (10705)	1970	April	2	205.96
7608	Sylhet (10705)	1970	April	3	242.16
7609	Sylhet (10705)	1970	May	1	236.99
7610	Sylhet (10705)	1970	May	2	197.57
7611	Sylhet (10705)	1970	May	3	269.70
7612	Sylhet (10705)	1970	June	1	200.38
7613	Sylhet (10705)	1970	June	2	172.88
7614	Sylhet (10705)	1970	June	3	169.72
7615	Sylhet (10705)	1970	July	1	187.85
7616	Sylhet (10705)	1970	July	2	130.47
7617	Sylhet (10705)	1970	July	3	165.56
7618	Sylhet (10705)	1970	August	1	158.81
7619	Sylhet (10705)	1970	August	2	216.19
7620	Sylhet (10705)	1970	August	3	194.05
7621	Sylhet (10705)	1970	September	1	200.61
7622	Sylhet (10705)	1970	September	2	146.91
7623	Sylhet (10705)	1970	September	3	150.87
7624	Sylhet (10705)	1970	October	1	117.95
7625	Sylhet (10705)	1970	October	2	226.47
7626	Sylhet (10705)	1970	October	3	161.26
7627	Sylhet (10705)	1970	November	1	194.80
7628	Sylhet (10705)	1970	November	2	150.81
7629	Sylhet (10705)	1970	November	3	160.80
7630	Sylhet (10705)	1970	December	1	171.10
7631	Sylhet (10705)	1970	December	2	164.17
7632	Sylhet (10705)	1970	December	3	173.90
7633	Sylhet (10705)	1971	January	1	168.21
7634	Sylhet (10705)	1971	January	2	163.07
7635	Sylhet (10705)	1971	January	3	150.66
